	module	trimmed_erpe_2018_pw_0hr_WHONDRS.PP48.000085_95ID.sorted	trimmed_erpe_2018_pw_3hr_WHONDRS.PP48.000086_95ID.sorted	trimmed_erpe_2018_pw_6hr_WHONDRS.PP48.000087_95ID.sorted	trimmed_erpe_2018_pw_9hr_WHONDRS.PP48.000088_95ID.sorted	trimmed_erpe_2018_pw_12hr_WHONDRS.PP48.000089_95ID.sorted	trimmed_erpe_2018_pw_15hr_WHONDRS.PP48.000090_95ID.sorted	trimmed_erpe_2018_pw_18hr_WHONDRS.PP48.000091_95ID.sorted	trimmed_erpe_2018_pw_21hr_WHONDRS.PP48.000092_95ID.sorted	trimmed_erpe_2018_pw_24hr_WHONDRS.PP48.000093_95ID.sorted	trimmed_erpe_2018_pw_27hr_WHONDRS.PP48.000094_95ID.sorted	trimmed_erpe_2018_pw_30hr_WHONDRS.PP48.000095_95ID.sorted	trimmed_erpe_2018_pw_33hr_WHONDRS.PP48.000096_95ID.sorted	trimmed_erpe_2018_pw_36hr_WHONDRS.PP48.000097_95ID.sorted	trimmed_erpe_2018_pw_39hr_WHONDRS.PP48.000098_95ID.sorted	trimmed_erpe_2018_pw_42hr_WHONDRS.PP48.000099_95ID.sorted	trimmed_erpe_2018_pw_45hr_WHONDRS.PP48.000100_95ID.sorted	trimmed_erpe_2018_pw_48hr_WHONDRS.PP48.000101_95ID.sorted
erpe_2018_pw_18hr_WHONDRS-PP48-000091_F_scaffold_56__full-cat_1	turquoise	0	0	0	32.2821389	5.825392888	0	57.58230401	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_21hr_WHONDRS-PP48-000092_A_NODE_28_length_23510_cov_1.816106__full-cat_1	brown	0	0	0	0	0	0	30.73080196	50.34905937	42.36180714	40.86823738	40.19233997	0	23.69744096	0	0	0	0
erpe_2018_pw_21hr_WHONDRS-PP48-000092_A_NODE_90_length_14304_cov_2.589194__full-cat_2	brown	0	0	0	0	0	0	21.38674912	30.05200696	61.20802944	43.38548388	16.95348913	59.20332999	27.73994559	13.98640643	9.633585721	20.85991193	45.20617626
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_100773__full-cat_2	blue	6.717486582	17.34845588	16.52941257	21.01952701	3.461465339	34.44344182	20.50969001	14.19669178	70.94055618	70.03868217	24.15617389	72.45080779	12.49923847	12.7679899	8.794624803	14.75894844	88.96129006
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_254515__full-cat_1	brown	0	21.75441292	0	19.69451384	0	0	22.36500736	22.26491068	33.4731411	0	61.69846947	30.71539101	14.40432686	14.87483515	0	13.54772775	29.46772971
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_270110__full-cat_1	blue	14.21867993	31.72289075	41.11315707	24.69342714	5.690311313	0	29.24654808	28.42149582	26.89102764	27.31952825	37.30447108	42.90775995	23.65097539	15.40789238	0	0	0
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_557652__full-cat_2	brown	0	0	0	0	0	0	23.5793969	38.62624655	42.30554976	34.72319444	33.94095319	0	0	0	0	0	0
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_11_length_44059_cov_10.081444__full-cat_1	blue	64.79175748	114.9404045	268.2573392	359.3194789	83.95319837	486.9357167	318.7772542	176.0108658	691.8532592	1116.546898	807.6180164	1391.336872	356.8555815	166.4407749	138.6599891	280.9134807	584.6665462
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_17_length_36753_cov_6.317261__full-cat_1	brown	0	0	0	0	21.27534794	86.2533249	262.2744075	453.0571975	546.4279319	2511.101462	1709.414534	3958.651176	1955.178276	607.0760365	286.2592514	655.584415	706.4441717
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_93_length_14732_cov_2.946594__full-cat_2	brown	0	0	0	0	0	0	23.47819777	28.11226095	67.84640028	40.0538341	16.78361449	54.16225437	26.81063418	14.49407998	9.749304469	18.97579085	46.43399833
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_179_length_11574_cov_1.545995__full-cat_2	brown	0	0	0	0	0	0	15.11240316	11.27301664	47.93128776	35.83374437	23.85039954	34.81859209	12.82449746	7.031278731	0	10.63182608	34.2673978
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_188_length_11426_cov_4.194885__full-cat_1	blue	32.13197748	81.12468415	100.8594701	58.7221743	13.11979789	134.2039988	51.44289023	17.73883666	79.71670746	50.64107675	47.15720023	60.14120453	19.00441834	13.91025539	0	0	48.44316172
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_243_length_10277_cov_5.371330__full-cat_2	blue	13.77084749	26.16036997	54.75743581	83.89742441	18.69191283	115.0044332	66.42036122	39.07604273	156.0579721	251.5765772	178.7420968	308.6779562	76.15707006	32.89724633	30.00008526	63.02833605	126.9121541
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_110557__full-cat_2	grey	72.02105256	137.7412322	122.5580808	82.39172764	36.16809149	183.3124355	97.01623101	74.91917544	265.1972893	118.5326957	243.8720341	247.4816428	45.16453453	45.18294635	0	0	0
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_116839__full-cat_1	brown	0	0	0	0	0	0	13.96547971	10.37342429	31.05407376	24.43209843	16.00219115	30.0119851	11.75578934	8.731985138	7.029913905	9.958925697	24.22158086
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_160221__full-cat_2	blue	62.37666111	43.45375139	41.11315707	28.96960599	0	37.62728939	20.57715609	8.939698983	36.62355438	45.53254708	17.29323841	35.99093526	0	7.970474806	0	0	31.81175366
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_242410__full-cat_2	brown	0	0	0	0	0	0	18.38450831	9.867403595	70.71552666	151.4049736	100.6337371	154.7492982	30.66727653	15.91556594	14.81199967	28.08237606	76.90630973
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_255710__full-cat_1	brown	0	0	0	0	0	0	9.951247618	9.473831941	32.9105673	19.10145877	12.84252283	31.65326554	0	6.295152076	0	0	0
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_406947__full-cat_1	grey	16.72974039	57.77311179	0	0	8.662105946	55.37965156	38.21953746	16.24888683	62.55820656	0	17.6329877	0	0	11.37188762	16.51885119	0	0
erpe_2018_pw_27hr_WHONDRS-PP48-000094_B_k121_14922__full-cat_1	blue	53.7878747	89.27570468	244.0342364	186.2245774	34.37826063	185.627961	183.5414857	163.8382568	438.6387918	294.2957311	119.0481481	241.5026926	73.46206697	49.75200835	31.93837428	56.92737256	217.2128864
erpe_2018_pw_27hr_WHONDRS-PP48-000094_B_k121_608129__full-cat_2	blue	0	0	0	14.27400545	0	27.59334555	12.8522893	0	28.01617524	32.94631455	26.53441886	55.21736322	0	6.599756209	0	0	27.68180669
erpe_2018_pw_27hr_WHONDRS-PP48-000094_F_scaffold_51__full-cat_1	blue	16.10597378	61.84862206	163.0100614	157.5561107	25.1589432	133.7215977	137.7994797	122.2039984	314.309982	262.0157465	129.036777	238.9235377	93.48872785	52.0873067	35.2074289	67.20031844	225.24954
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_2_length_153177_cov_21.089467__full-cat_2	blue	341.0563902	600.807318	1388.290335	1798.223547	423.4300795	2654.267585	1594.021203	929.2507858	3942.067131	6477.689661	4620.895999	7827.852568	1913.219866	891.7539822	762.991561	1528.515654	3546.731483
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_82_length_23397_cov_3.268586__full-cat_1	blue	11.17981695	34.64183729	72.12834574	79.50078982	13.01848671	74.00033579	76.13547754	70.36498917	181.7113374	189.7559645	95.53749788	182.5338313	57.47791071	41.65461515	22.33371825	39.25252245	149.4594321
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_44_length_33941_cov_2.739487__full_1-cat_4	blue	0	0	0	21.80248933	0	37.24136847	21.85901172	0	38.87384958	51.23337004	45.90012789	83.82253652	13.61441216	9.315809726	0	0	40.9646091
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_133_length_17819_cov_1.561384__full-cat_1	blue	0	0	47.90524296	29.5718847	0	36.95192778	37.14008009	29.18052687	77.97272868	72.48189201	38.69744313	46.30755514	25.32373592	10.17885477	0	0	64.18160826
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_134_length_17779_cov_1.383979__full-cat_1	brown	0	0	0	0	0	0	0	0	36.17349534	47.08731698	35.77559931	57.44481524	0	11.1688182	0	0	50.34070492
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_150_length_16949_cov_1.306325__full-cat_2	grey	23.39924493	34.97228407	0	0	0	46.11754955	20.07116045	9.586280985	38.14250364	0	31.63065808	41.1492452	0	10.17885477	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_230_length_13953_cov_1.283090__full-cat_1	grey	7.021372879	0	19.53476031	0	0	0	12.81855625	0	17.32727304	21.17448531	16.34194043	0	0	0	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_398_length_10683_cov_1.653846__full-cat_2	brown	0	0	0	0	0	0	0	0	17.32727304	27.39356491	25.71902059	46.19032082	10.40828779	10.22962212	7.232421713	15.74586901	42.63891192
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_401_length_10658_cov_1.962302__full-cat_1	blue	19.16083077	47.03359149	69.18310496	28.30709941	5.7578521	80.56099138	28.03215854	11.44169021	50.12532558	30.1329214	29.18446326	40.21137067	15.10131041	7.995858484	0	0	30.24907103
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_406_length_10590_cov_2.817070__full-cat_2	blue	0	0	0	18.24904494	0	28.46166761	15.24733533	0	24.41570292	28.65218816	31.35885866	52.63820825	0	6.092082655	0	0	26.34236444
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_25776__full-cat_1	brown	0	0	0	0	0	0	0	0	18.67745016	27.24549158	20.45290673	39.0390275	0	6.472837821	0	0	32.81633536
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_139373__full-cat_1	blue	0	0	44.71957436	44.5686246	0	0	49.99236939	41.63425847	103.7386087	107.4271964	55.61695734	111.9587726	36.7078007	27.43975562	0	0	98.1141455
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_189363__full-cat_1	brown	7.709115553	0	0	0	0	27.59334555	16.29305966	11.32924116	26.89102764	28.5781515	24.63182289	0	15.05484484	0	0	0	32.3698546
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_334847__full-cat_1	blue	0	0	0	27.82527644	0	53.25708651	26.817769	0	56.03235048	73.37033196	61.01897091	127.5509367	17.51752008	12.28570002	0	0	55.36361339
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_456139__full-cat_1	grey	3.374737306	0	0	0	0	0	8.39952765	7.224851065	13.33299906	0	22.3555027	0	0	0	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_806485__full-cat_2	brown	0	0	0	0	0	0	8.770591121	0	25.5971079	41.75667732	24.42797332	73.27144801	15.10131041	10.28038948	7.377070147	14.93838855	40.74136872
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_870761__full-cat_2	grey	14.4905782	19.88188118	0	0	0	30.10183151	13.25708581	6.212809671	23.79687174	0	19.63750845	27.43283013	0	7.132813441	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_913137__full-cat_2	brown	0	0	0	0	0	0	0	0	0	21.84081526	19.84135802	39.62519908	0	7.462801252	0	11.84304677	33.70929686
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_985495__full-cat_1	brown	0	0	0	0	0	0	20.44222392	0	63.51458202	111.1290295	89.82970995	183.1200029	32.94408949	40.63926804	25.94992911	46.83386679	146.2224467
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_1043474__full-cat_1	blue	0	0	26.56727402	0	0	0	21.96021084	16.5581217	40.7866005	41.23842069	26.43249408	34.58412346	15.2871727	7.945091129	0	0	34.82549875
erpe_2018_pw_33hr_WHONDRS-PP48-000096_B_k121_29811__full-cat_2	brown	0	0	0	0	0	0	21.18435086	16.53000944	100.6444528	192.051101	142.3209739	204.5738828	43.77056742	19.92618702	19.44074956	38.57962207	92.53313609
erpe_2018_pw_33hr_WHONDRS-PP48-000096_B_k121_167131__full-cat_2	brown	0	0	0	0	0	0	0	16.33322361	41.23665954	63.00519929	62.47989282	123.7994386	20.90950673	22.28686904	11.28257787	20.14215152	50.4523251
erpe_2018_pw_33hr_WHONDRS-PP48-000096_B_k121_474755__full-cat_2	blue	0	0	0	36.25717839	0	56.92333522	31.64159412	0	52.82567982	78.3307883	68.79922945	135.5228702	21.65295586	14.87483515	0	0	55.02875282
erpe_2018_pw_36hr_WHONDRS-PP48-000097_A_NODE_41_length_10821_cov_6.072564__full-cat_2	blue	24.47084398	45.98717669	99.65733104	132.6217721	29.65040554	188.1364469	116.6151289	65.97947646	263.1157662	423.1195228	306.5218015	523.0995216	130.7541154	59.8293284	51.87092852	107.7986417	220.6731122
erpe_2018_pw_39hr_WHONDRS-PP48-000098_A_NODE_32_length_14519_cov_5.720539__full-cat_2	blue	21.28803486	42.62763444	91.54289214	114.6738665	28.90745688	166.4283954	106.9000125	61.17227984	243.8194849	391.9500882	283.7585997	479.957293	123.1802274	58.43322613	49.38297545	98.19859617	209.287853
erpe_2018_pw_39hr_WHONDRS-PP48-000098_A_NODE_48_length_12335_cov_1.292923__full-cat_1	grey	0	0	0	0	0	0	0	0	0	0	0	0	18.07510693	15.53481077	0	15.34212878	0
erpe_2018_pw_39hr_WHONDRS-PP48-000098_B_k121_7405__full-cat_1	brown	0	0	22.600215	23.24795824	0	0	35.99315664	25.75083103	82.36080432	78.77500828	56.12658126	152.2873775	41.1220299	31.37422567	16.22955432	34.31791963	70.87881956
erpe_2018_pw_42hr_WHONDRS-PP48-000099_B_k121_686361__full-cat_1	brown	0	0	0	0	0	0	116.5476628	129.0071655	215.4657654	767.4640374	469.7713311	1562.498974	584.8621359	270.6661556	136.3166844	266.2891123	312.3132868
erpe_2018_pw_42hr_WHONDRS-PP48-000099_F_scaffold_20__full-cat_2	blue	27.557689	54.52371847	112.8808611	152.0151466	36.03300992	207.1430521	127.6121008	73.28866431	302.3271601	504.5598509	364.2112295	594.4952206	155.1950055	68.43439515	63.32708452	130.4529546	258.8472166
erpe_2018_pw_45hr_WHONDRS-PP48-000100_A_NODE_29_length_13449_cov_2.366161__full-cat_2	blue	7.981013819	30.07065685	86.55401489	88.53497049	12.95094593	68.50096273	65.98183166	58.30482922	159.883474	130.6006716	61.56256976	114.7723962	42.74832486	25.33291037	15.76667933	30.86369766	107.2670009
erpe_2018_pw_45hr_WHONDRS-PP48-000100_A_NODE_40_length_11285_cov_1.611310__full-cat_2	brown	0	0	0	0	0	0	0	7.224851065	0	0	17.36118827	51.34863076	29.9238274	29.41968249	13.62588251	31.76089817	37.39276308
erpe_2018_pw_45hr_WHONDRS-PP48-000100_B_k121_398557__full-cat_1	brown	0	0	0	0	0	0	0	0	16.82095662	15.76980899	0	28.6051733	12.40630732	8.833519849	6.624898289	22.78889304	48.66640209
erpe_2018_pw_45hr_WHONDRS-PP48-000100_F_scaffold_19__full-cat_1	blue	116.5483922	201.7928328	141.4917716	440.3259655	87.17827095	367.5896732	451.1794471	92.99535924	183.0052571	270.1597793	140.6222275	430.71888	103.3858944	103.6161725	107.2712788	181.727964	236.0766982
erpe_2018_pw_48hr_WHONDRS-PP48-000101_A_NODE_62_length_10651_cov_2.744869__full-cat_2	blue	13.1630749	21.91963631	51.09091157	71.97230594	17.61126024	99.66407676	65.94809862	38.51379751	158.4770395	248.3930007	186.4544055	326.9665096	77.31870932	37.06016948	32.22767115	65.98909775	149.6826725
erpe_2018_pw_48hr_WHONDRS-PP48-000101_B_k121_57466__full-cat_1	brown	0	0	0	0	0	0	10.92950586	0	44.33081544	75.44335849	60.74717148	140.4467115	23.69744096	27.87127814	18.57285896	36.15718068	95.43526098
erpe_2018_sw_0hr_WHONDRS-SW48-000085_A_NODE_204_length_25907_cov_2.538247__full-cat_1	grey	12.13945789	0	0	0	0	0	0	0	42.30554976	0	19.29775917	0	0	0	0	0	0
erpe_2018_sw_3hr_WHONDRS-SW48-000086_A_NODE_57_length_35093_cov_12.039038__full-cat_1	grey	60.98518175	86.90750277	91.90353387	56.61419881	0	0	42.87469736	0	58.84521948	0	0	0	0	0	0	0	0
erpe_2018_sw_3hr_WHONDRS-SW48-000086_B_k121_158823__full-cat_2	grey	18.6810103	20.81814705	25.48534883	23.79000908	0	0	23.41073168	19.62235815	22.10915034	0	16.98746406	0	20.58424773	10.50884258	0	16.86736965	0
erpe_2018_sw_3hr_WHONDRS-SW48-000086_B_k121_274688__full-cat_2	grey	6.09371997	11.56563725	0	0	0	0	8.129663308	0	23.85312912	0	10.29440322	0	0	6.955127697	0	0	0
erpe_2018_sw_3hr_WHONDRS-SW48-000086_B_k121_572675__full-cat_1	turquoise	8.684750509	0	0	0	0	0	11.60416671	9.41760742	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_A_NODE_53_length_37749_cov_5.359152__full-cat_1	blue	33.90731322	62.95011132	91.90353387	57.2767054	13.0860275	0	64.22771344	122.7381313	129.6170035	140.5215843	49.19569592	121.5719865	54.0394585	47.84823252	0	43.37964481	117.3128179
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_392922__full-cat_2	blue	33.683397	29.24453991	21.3980759	16.50243668	0	34.05752091	21.28554999	7.224851065	24.13441602	20.2120087	21.87985371	25.7915497	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_F_scaffold_166__full-cat_2	turquoise	8.508816337	0	0	0	0	0	13.15588668	11.3011289	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_A_NODE_1065_length_10628_cov_4.371012__full-cat_1	grey	25.38250287	17.34845588	17.07037516	0	0	0	8.39952765	0	16.0333533	18.73127546	7.984108109	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_F_scaffold_376__full-cat_2	grey	26.42211389	19.16591316	20.91722027	0	0	25.56726074	11.6716328	0	14.6269188	0	8.120007821	0	0	0	0	0	0
erpe_2018_sw_15hr_WHONDRS-SW48-000090_B_k121_87450__full-cat_1	turquoise	0	0	0	0	0	0	25.16484991	12.76296647	0	0	0	0	0	10.20423845	0	0	0
erpe_2018_sw_15hr_WHONDRS-SW48-000090_F_scaffold_115__full-cat_2	turquoise	17.19356685	0	0	0	0	0	25.29978208	25.30103486	28.29746214	0	16.070141	0	23.7903721	10.9403651	0	19.02065088	0
erpe_2018_sw_15hr_WHONDRS-SW48-000090_F_scaffold_415__full-cat_1	brown	6.605528472	16.30204108	31.85668604	21.38089423	5.622770526	0	32.61985236	34.24073384	21.43406178	24.58017176	13.8957456	56.15523775	32.75822721	21.8807302	8.852484176	17.89915024	28.23990764
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_827_length_18194_cov_19.217745__full-cat_1	grey	32.53182787	48.52060199	50.54994897	24.9945665	0	0	20.71208826	0	28.46623428	0	0	0	0	0	0	0	0
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_235534__full-cat_1	turquoise	0	0	0	0	11.27931145	0	44.39268429	18.7227658	0	0	0	0	0	24.46986533	0	29.74219701	0
erpe_2018_sw_18hr_WHONDRS-SW48-000091_F_scaffold_754__full-cat_2	grey	8.172942007	0	0	0	0	0	0	0	15.24574998	0	17.12336377	0	0	0	0	0	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_101_length_53216_cov_17.345985__full-cat_1	turquoise	35.77861305	0	0	0	0	0	49.01411115	52.03579503	0	0	0	0	0	27.4651393	0	0	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_B_k121_333284__full-cat_1	turquoise	0	0	0	47.70047389	20.4479733	0	82.61222175	31.48573227	0	0	27.99534077	0	0	43.60915834	0	49.61518838	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_B_k121_996067__full-cat_2	grey	11.54767931	0	0	0	0	0	0	8.82724994	0	0	20.55483151	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_93_length_38248_cov_3.989166__full-cat_2	grey	56.39489925	50.11776142	0	0	0	0	32.28252193	0	0	0	32.03835722	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_26823__full-cat_2	grey	4.878174779	0	0	0	0	0	0	0	21.54657654	0	10.60017757	0	0	7.208964475	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_171829__full-cat_2	grey	3.518683447	0	0	0	0	0	0	0	13.44551382	0	9.920679012	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1208_length_10935_cov_3.278497__full-cat_1	turquoise	0	0	0	0	0	0	9.580184147	6.297146454	0	0	0	0	12.63863518	8.452764683	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_279189__full-cat_1	turquoise	0	0	0	0	5.65654092	0	29.04414983	11.86337412	0	0	0	0	0	10.50884258	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_586606__full-cat_2	grey	9.996259794	19.33113655	16.64962648	14.1535497	0	26.4355828	10.76084064	0	14.85194832	0	25.71902059	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_F_scaffold_1116__full-cat_2	grey	5.693869579	13.49324346	17.67144471	13.37058738	0	0	14.30281014	10.82322047	0	0	18.07466176	0	10.8729435	8.401997328	0	0	0
erpe_2018_sw_30hr_WHONDRS-SW48-000095_A_NODE_792_length_17064_cov_18.778768__full-cat_2	blue	120.8667764	82.3913968	78.31936209	52.15733635	0	71.00944869	38.11833833	17.65449988	77.69144178	84.25372126	34.45057712	69.7544185	0	14.03717378	0	0	61.61434393
erpe_2018_sw_30hr_WHONDRS-SW48-000095_A_NODE_1645_length_10981_cov_11.546527__full-cat_2	turquoise	9.292523104	12.22653081	0	0	0	0	14.64014056	12.25694578	13.55802858	0	11.61942542	0	13.80027444	6.14285001	0	12.29164703	0
erpe_2018_sw_30hr_WHONDRS-SW48-000095_B_k121_243614__full-cat_1	turquoise	14.34663206	0	0	0	0	0	36.46541924	0	0	0	26.36454422	0	0	0	0	0	0
erpe_2018_sw_30hr_WHONDRS-SW48-000095_F_scaffold_397__full-cat_2	grey	20.07248967	15.47592413	0	0	0	0	13.45948407	0	16.0333533	0	10.36235308	0	0	0	0	0	0
erpe_2018_sw_33hr_WHONDRS-SW48-000096_A_NODE_17_length_77106_cov_5.090505__full-cat_1	grey	180.684395	162.0290704	215.7839677	114.1318157	0	0	87.67217816	51.78278468	140.8122221	0	64.92608764	0	0	0	0	0	0
erpe_2018_sw_33hr_WHONDRS-SW48-000096_A_NODE_1009_length_10261_cov_5.425498__full-cat_2	blue	47.85409489	29.4097633	31.85668604	20.59793191	0	28.55814784	17.5074492	8.321229242	26.27219646	31.83576462	14.50729431	31.18432827	0	0	0	0	0
erpe_2018_sw_33hr_WHONDRS-SW48-000096_F_scaffold_257__full-cat_1	turquoise	7.86905571	0	0	0	0	0	11.40176846	10.73888368	0	0	8.86745624	0	0	0	0	0	0
erpe_2018_sw_33hr_WHONDRS-SW48-000096_F_scaffold_279__full-cat_2	turquoise	5.693869579	0	0	0	0	0	8.770591121	7.758984023	0	0	0	0	0	0	0	0	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_A_NODE_17_length_70607_cov_4.756683__full-cat_1	grey	125.2491367	79.08692901	98.09455021	0	0	0	48.67678072	0	0	0	51.81176539	0	0	0	0	0	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_A_NODE_758_length_12161_cov_3.365298__full-cat_1	turquoise	0	0	0	0	0	0	11.80656497	10.90755725	0	0	20.01123266	0	0	8.224311584	0	0	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_B_k121_355514__full-cat_2	turquoise	0	0	18.27251425	26.50026327	10.35062562	0	45.80947208	17.00791788	0	0	0	35.99093526	22.39640498	20.48462793	0	21.08421206	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_F_scaffold_135__full-cat_2	turquoise	13.24304497	0	0	0	0	0	19.83502915	18.30108188	0	0	0	0	18.63269377	0	0	0	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_F_scaffold_416__full-cat_2	turquoise	4.798204701	0	0	0	0	0	7.320070281	7.196738804	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_103_length_47766_cov_4.792586__full-cat_1	turquoise	0	0	0	64.74496141	0	0	66.45409426	59.20442157	67.28382648	0	232.558383	0	44.93220668	32.03420129	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_267233__full-cat_1	turquoise	0	0	0	14.69560054	5.572114936	0	26.44670553	10.42964881	0	0	0	0	10.5476845	12.10801428	0	15.11782865	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_286283__full-cat_1	turquoise	0	0	0	0	0	0	15.75333097	8.967811244	0	0	8.86745624	0	0	12.13339795	0	11.8879068	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_1542833__full-cat_1	turquoise	0	0	0	0	0	0	10.0187137	6.690718107	0	0	0	0	0	7.386650219	0	0	0
erpe_2018_sw_45hr_WHONDRS-SW48-000100_A_NODE_341_length_20187_cov_6.382303__full-cat_1	grey	48.25394528	38.99271987	30.1736913	25.71730095	16.64880402	64.4487931	25.02991774	37.8672155	46.86239754	0	85.4129693	0	0	0	0	0	0
erpe_2018_sw_45hr_WHONDRS-SW48-000100_A_NODE_854_length_12476_cov_2.438416__full-cat_1	grey	0	0	0	0	0	0	0	10.90755725	0	0	0	0	12.35984175	6.955127697	0	0	0
erpe_2018_sw_45hr_WHONDRS-SW48-000100_A_NODE_1098_length_10974_cov_18.321195__full-cat_2	grey	5.182061077	15.3657752	29.45240785	18.79109578	5.386377771	0	23.30953256	27.49379121	17.04598614	20.28604536	14.43934445	39.85966772	25.09140807	17.61627234	8.100312318	14.48978829	0
erpe_2018_sw_45hr_WHONDRS-SW48-000100_A_NODE_1225_length_10317_cov_5.735525__full-cat_1	grey	19.51269912	14.09906255	13.40385092	0	0	0	8.264595479	0	13.55802858	0	0	0	0	0	0	0	0
erpe_2018_sw_45hr_WHONDRS-SW48-000100_B_k121_147617__full-cat_1	turquoise	0	0	0	0	0	0	13.99921275	8.349341503	0	0	0	0	11.05880578	7.640486996	0	0	0
erpe_2018_sw_45hr_WHONDRS-SW48-000100_B_k121_1392120__full-cat_1	turquoise	0	0	0	0	0	0	9.411518933	10.73888368	0	0	0	0	10.68708122	0	6.943124844	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_A_bin.1	grey	816.2911077	1500.010455	0	0	0	2153.660525	2007.295839	1160.591655	1779.581093	0	899.8930883	2132.970568	0	2871.49793	0	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_A_bin.37	grey	426.1366121	0	2362.129424	2998.587107	2125.978461	2255.086835	3911.86513	2752.870147	2079.939832	2586.080696	939.4606103	3273.759526	5759.10984	3435.365027	5218.766634	227.145384	3775.541782
erpe_2018_pw_0hr_WHONDRS-PP48-000085_B_bin.1	grey	4157.617068	5303.255997	10575.21071	9430.924082	0	7000.927521	8791.40423	9211.996817	8644.6444	8507.013809	0	0	20516.98795	10909.19547	0	0	0
