	trimmed_erpe_2018_sw_0hr_WHONDRS.SW48.000085_95ID.sorted	trimmed_erpe_2018_sw_3hr_WHONDRS.SW48.000086_95ID.sorted	trimmed_erpe_2018_sw_6hr_WHONDRS.SW48.000087_95ID.sorted	trimmed_erpe_2018_sw_9hr_WHONDRS.SW48.000088_95ID.sorted	trimmed_erpe_2018_sw_12hr_WHONDRS.SW48.000089_95ID.sorted	trimmed_erpe_2018_sw_15hr_WHONDRS.SW48.000090_95ID.sorted	trimmed_erpe_2018_sw_18hr_WHONDRS.SW48.000091_95ID.sorted	trimmed_erpe_2018_sw_21hr_WHONDRS.SW48.000092_95ID.sorted	trimmed_erpe_2018_sw_24hr_WHONDRS.SW48.000093_95ID.sorted	trimmed_erpe_2018_sw_27hr_WHONDRS.SW48.000094_95ID.sorted	trimmed_erpe_2018_sw_30hr_WHONDRS.SW48.000095_95ID.sorted	trimmed_erpe_2018_sw_33hr_WHONDRS.SW48.000096_95ID.sorted	trimmed_erpe_2018_sw_39hr_WHONDRS.SW48.000098_95ID.sorted	trimmed_erpe_2018_sw_42hr_WHONDRS.SW48.000099_95ID.sorted	trimmed_erpe_2018_sw_45hr_WHONDRS.SW48.000100_95ID.sorted
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1222_length_14672_cov_3.410175__full-cat_2	15.55553176	6.943310329	9.574589	9.368998182	13.55357198	12.40847243	11.27801405	5.047394705	7.862682744	14.70330409	13.92357678	14.31656503	7.13655611	8.694533878	12.89807656
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1402_length_13358_cov_3.637442__full-cat_2	7.99381493	10.72094188	8.11609426	5.970220799	6.297825176	6.777399044	6.399908159	5.534119054	6.888024068	5.277030146	5.728368093	5.169323688	3.378900169	3.975667396	7.256312162
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1442_length_13097_cov_2.397918__full-cat_1	3.116092098	0	3.900758481	3.689462291	4.045690283	3.599864774	5.211651595	5.053715801	4.232242708	5.411691202	3.929285243	0	5.01353034	2.390772961	5.557558962
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1444_length_13090_cov_1.297308__full-cat_2	0	0	1.921781305	0	0	0	2.485957811	1.77306727	0	0	1.589373806	0	0	2.135578095	1.44979799
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1545_length_12558_cov_2.843054__full-cat_2	3.348760308	0	2.997063701	2.951569833	0	2.594315955	2.923736545	3.081534025	2.256760022	0	2.361986073	0	0	1.195386481	1.724380943
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1567_length_12467_cov_1.705754__full-cat_2	2.825256836	0	3.351678109	0	2.782048986	0	5.055302048	4.968381012	4.611640046	4.561643284	3.664389608	0	3.249325827	2.032604727	3.836839125
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1599_length_12304_cov_2.314199__full-cat_2	9.921637241	4.672024069	9.094143674	8.183898174	9.966461201	8.406388132	6.311310082	3.776854523	4.709760047	6.480563337	7.89168244	9.354014292	5.093268397	4.602461806	5.034020799
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1658_length_12050_cov_1.993794__full-cat_1	3.307212414	0	3.300201824	2.817407568	2.924718164	2.654648884	3.022757925	3.207955934	1.995106686	2.710053759	2.163314347	0	0	1.302836951	2.390702241
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1732_length_11657_cov_2.213617__full-cat_1	5.027295252	3.071532196	4.27253165	4.192570786	4.412553886	3.68030868	4.403845598	4.503780498	3.650064036	3.677930102	3.327751406	2.619124002	3.010111655	1.826657993	3.013090267
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1764_length_11519_cov_2.848402__full-cat_1	3.165949572	3.483423487	2.865513195	2.61616417	2.996052754	3.056868412	3.517864827	2.718071037	3.663146703	3.492771149	3.0187065	3.574218093	3.648016112	2.9101169	4.766760058
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1811_length_11323_cov_5.712308__full-cat_1	7.478621036	8.826241944	8.516465365	6.764014201	6.206109276	7.169563084	7.145174337	8.062557228	7.202008071	6.993958614	7.295667262	8.773080773	5.422187882	8.000582925	11.00894585
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1904_length_10972_cov_1.274412__full-cat_2	2.185419258	0	2.190601904	0	2.822811608	2.473650096	2.981064713	3.125781693	3.453824034	2.651139547	2.891777342	2.412351054	2.202763827	1.486398171	2.665285194
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1851_length_11176_cov_2.216219__full-cat_2	0	0	1.401298868	0	0	0	2.960218106	2.525277627	1.537213349	1.986250581	1.881862736	0	2.54165057	1.799795375	1.603564444
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1945_length_10816_cov_1.290486__full-cat_1	0	0	2.533777137	0	0	0	1.751114936	2.398855718	1.700746683	0	2.179870324	2.530507024	0	2.278845388	3.866127973
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1966_length_10722_cov_2.202548__full-cat_1	3.190878309	3.636411681	3.168651318	0	2.252134893	3.097090364	2.814291862	2.863456232	2.69502936	3.105620612	3.084930408	3.712066724	3.03004617	3.850308514	3.990605579
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_32821__full-cat_1	3.664524308	5.319281811	3.877880133	3.778903802	5.523335349	4.856800799	5.248133157	4.190886274	5.180736051	4.140827483	3.703020222	3.111440544	4.10650994	2.896685592	3.009429161
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_2053_length_10448_cov_3.071020__full-cat_1	2.509492837	2.600799293	2.825476085	0	2.996052754	2.855758648	3.606462904	3.482923585	3.820138704	3.139285876	2.886258682	2.461582709	3.697852398	2.583288387	2.892273768
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_1999_length_10636_cov_1.428680__full-cat_1	2.077394732	2.989153938	2.184882317	2.582623604	3.036815376	2.906036089	2.871620029	2.250309975	2.825856028	2.30607059	2.152277029	0	2.54165057	2.090807065	1.632853292
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_2149_length_10122_cov_1.117259__full-cat_1	2.318372521	0	1.944659654	0	0	0	1.803231452	1.374838257	1.471800015	0	0	0	0	1.652050979	1.955030623
erpe_2018_sw_18hr_WHONDRS-SW48-000091_A_NODE_2178_length_10007_cov_1.837449__full-cat_1	6.290351249	5.884161296	4.941723355	3.600020781	4.147596839	4.535025176	3.929585303	1.902649726	4.703218713	2.92046166	2.43372864	0	2.422043484	1.181955172	0.827409964
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_33266__full-cat_1	3.373689045	2.930312325	2.991344114	0	3.047006032	3.559642821	4.174532928	4.130835867	3.787432037	3.442273253	2.422691322	2.855435942	3.847361255	2.471360814	3.016751373
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_51334__full-cat_2	7.204404931	0	9.408720971	9.559061391	9.986842513	12.02636388	15.10857798	20.35708785	11.76131745	14.54339409	10.75034783	10.80142492	15.7881353	12.77765174	7.973888945
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_54285__full-cat_1	4.944199463	4.295437746	4.627146058	5.154067019	5.370475514	5.118243492	5.295038021	5.853334373	6.678701399	5.344360674	6.32438327	6.193342095	6.548487939	6.729085695	14.86775161
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_69691__full-cat_2	0	0	1.635801944	0	0	2.855758648	3.997336774	1.520223452	0	2.019915845	2.003273235	2.323734077	0	1.343130877	1.808586382
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_90063__full-cat_1	4.694912095	4.636719101	4.049467749	4.170210408	5.431619448	4.786412381	4.367364037	2.683305012	4.36961071	4.553226968	3.338788724	4.056688304	3.588212569	2.614628108	2.394363347
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_102415__full-cat_2	4.379148096	0	6.10279956	0	4.514460442	5.188631909	4.779084513	4.386840232	3.996754706	3.644264838	4.977830462	4.686853477	3.777590455	4.723343585	5.425759145
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_103288__full-cat_1	7.927338298	7.931849427	8.653735458	7.13296043	7.265937461	8.63766436	7.963403638	6.649792398	6.672160066	6.556310181	8.658776047	8.192147254	5.980354282	8.264731997	10.71239626
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_107945__full-cat_1	3.564809361	4.777938972	5.347814047	3.365236817	4.157787495	4.183083089	5.32630793	2.57584639	3.355704033	4.544810652	3.559535086	2.806204288	2.372207199	1.566986023	3.778261429
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_138266__full-cat_2	0	0	7.818675725	0	0	0	11.51253837	15.74268818	9.013957422	11.36202663	8.3552498	0	11.61185456	10.22122598	7.252651056
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_152856__full-cat_2	0	0	3.706292516	0	0	0	6.514564494	7.910850938	4.879834715	5.883004899	5.027498393	0	6.747833082	7.042482899	4.843643285
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_162878__full-cat_1	37.91660865	46.46133759	44.77864832	39.32072388	47.09101964	41.49899978	40.20268041	38.03719178	41.47205374	37.13278629	43.53118258	51.83108551	31.39685998	37.53155381	51.17860127
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_179161__full-cat_2	25.98405331	25.1606737	26.9792929	19.96781713	30.44967901	28.93969503	32.40604962	34.99674488	30.90780031	31.52751982	23.16733069	22.25270768	33.07135918	21.91989592	28.46876053
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_188622__full-cat_1	0	0	0	0	0	0	3.486594917	2.721231585	3.427658701	3.70317905	3.443643246	3.948378664	5.551762225	3.174265973	6.688840727
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_235534__full-cat_1	5.185177252	5.44873336	8.533624127	5.332950039	5.849436329	5.993070965	6.353003295	5.486710838	6.148853394	4.780467501	5.982226409	6.49857835	6.658127767	7.902086661	13.35937592
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_249831__full-cat_2	0	0	3.157212143	0	0	0	4.320459173	1.912131369	2.243677355	0	2.212982279	0	0	5.569516037	2.112458182
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_302556__full-cat_1	2.509492837	0	2.625290532	2.593803793	2.720905052	2.222262891	2.491169463	2.537919817	2.119392021	1.961001633	1.727340282	0	0	1.128229937	1.955030623
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_320765__full-cat_1	2.202038416	2.377201164	2.184882317	0	0	0	1.844924665	1.374838257	1.864280018	0	1.959123962	0	0	1.737115934	2.760473951
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_340370__full-cat_2	2.334991679	0	3.100016271	0	5.003611912	3.821085514	6.029880896	6.264205577	2.963224029	4.275488539	3.592647041	3.515140108	6.847505653	3.707041221	3.273028796
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_388394__full-cat_2	39.08825928	30.97422506	39.49946931	38.31450689	45.35860819	48.980283	57.54184526	68.3405233	56.23584322	54.50406256	45.44063861	42.27029827	63.58113327	43.44580677	49.03319313
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_391541__full-cat_2	4.104931991	0	5.736745978	5.992581176	7.184412216	6.083570358	9.401819478	12.96140619	6.547874731	8.104912329	7.174256763	6.892431584	10.34601291	7.306631972	5.506303477
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_398333__full-cat_2	3.988597886	5.166293618	5.324935698	4.058408521	6.155155998	5.952849012	4.544560191	4.187725726	4.330362709	4.788883817	3.283602134	2.894821265	4.794250683	3.075769709	1.369253657
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_400193__full-cat_1	37.27677108	22.94822905	41.12955167	50.55681358	32.08018391	40.49345096	34.02687327	37.8127929	19.42776019	43.71434542	40.71666646	44.04263782	29.57285192	45.55452225	18.02728612
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_453844__full-cat_1	3.149330414	0	2.682486404	0	0	0	2.381724779	2.443103386	1.988565353	2.381817434	2.03086653	0	0	2.516131843	3.024073585
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_477301__full-cat_1	6.232184197	7.060993555	6.24578924	4.706859469	7.459559918	5.812072177	6.46765963	3.432354822	5.246149385	5.756760159	4.459076511	5.001936064	4.186247997	3.120540738	3.587883915
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_519225__full-cat_1	4.861103673	6.919773684	6.20575213	0	5.880008296	5.500352043	6.248770263	4.450051187	6.462837397	5.192866986	4.392852603	4.381617221	5.033464854	3.442892148	3.90640014
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_590168__full-cat_2	3.581428518	8.496728911	4.855929547	0	0	0	2.569344237	0	0	5.756760159	3.592647041	0	3.837393998	0	1.215487204
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_593055__full-cat_2	0	0	3.946515179	0	0	0	5.51913904	4.740821577	0	0	5.9160025	0	0	6.061997359	3.690394884
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_617710__full-cat_2	2.758780204	2.494884389	3.437471917	3.219894363	3.016434065	3.408810498	3.179107473	2.828690207	2.263301356	2.43231533	2.908333319	2.3631194	2.54165057	3.27723934	3.349912022
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_677273__full-cat_1	4.11324157	6.13129607	4.838770785	4.896922678	5.655813872	5.118243492	5.493080782	4.90200951	6.822610734	5.234948566	4.674304214	4.686853477	4.634774569	4.248770675	3.701378202
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_682036__full-cat_2	8.218173561	9.414658073	9.025508627	6.786374578	9.61997891	10.45770772	8.703458164	8.2395479	8.438320083	9.072788672	6.252640702	6.537963674	8.850924337	5.399386126	3.035056903
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_701404__full-cat_1	0	0	0	0	0	0	1.683363465	1.099870606	1.419469347	0	1.727340282	0	0	1.857997713	2.222291364
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_714361__full-cat_2	0	0	5.622354234	0	9.181780718	0	10.91319844	8.454465145	9.641925429	7.246448095	9.950142265	8.654924803	11.77133068	11.13903207	12.0084278
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_731289__full-cat_2	0	0	0	0	0	0	2.506804417	2.323002573	1.811949351	0	1.760452237	0	0	1.540123406	1.936725093
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_743907__full-cat_1	0	0	2.882671957	0	0	2.594315955	2.819503513	3.144744979	2.923976029	4.140827483	2.571695117	0	2.651290398	1.128229937	2.313819014
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_768181__full-cat_1	3.082853783	0	2.791158561	2.403740584	2.996052754	2.95631353	2.788233604	1.185205394	1.524130682	2.331319538	2.03086653	0	0	1.728161729	1.266742688
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_788628__full-cat_1	3.074544204	4.295437746	3.494667789	0	4.025308972	4.73613494	4.403845598	2.932988282	3.944424039	4.048248007	4.999905098	3.160672198	0	2.265414079	2.870307132
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_821558__full-cat_2	3.672833887	3.318666971	4.404082156	5.277049096	5.38066617	5.510407531	6.233135308	9.115019618	5.278856052	5.655764367	9.436906973	7.168128847	9.339319937	10.08691289	6.271474639
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_825864__full-cat_1	12.48929713	12.89808156	8.545063301	9.335457616	10.53713792	8.838774124	12.28907446	6.182031336	8.660725419	12.32990297	8.885041068	11.35281945	8.651579195	5.529222111	6.619279712
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_897481__full-cat_1	3.830715886	3.483423487	3.660535818	2.79504719	3.515776191	4.032250767	3.52828813	2.673823369	3.342621366	2.423899014	3.233934203	3.298520829	0	2.00574211	3.844161337
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_974216__full-cat_1	2.625826942	3.754094907	3.946515179	3.041011343	3.831686515	4.062417231	4.231861095	3.324896199	4.722842713	2.861547448	3.498829837	5.061014049	2.850635541	2.789235122	4.514143742
erpe_2018_sw_18hr_WHONDRS-SW48-000091_B_k121_974816__full-cat_2	1.919512733	0	2.882671957	0	2.996052754	3.328366593	3.7576008	4.080267104	3.113674697	4.149243799	2.615844389	2.904667596	4.714512626	2.726555681	5.004731951
erpe_2018_sw_18hr_WHONDRS-SW48-000091_F_scaffold_118__full-cat_1	29.08352625	21.83023841	31.7665874	31.02502381	36.11568354	41.58949918	48.62470938	68.03395017	52.95209386	56.02741576	46.68233689	36.756353	65.62442099	71.31129537	50.81981288
erpe_2018_sw_18hr_WHONDRS-SW48-000091_F_scaffold_291__full-cat_2	8.600414192	11.4623462	11.3648198	6.238545329	6.053249441	6.867898438	6.227923656	3.561937278	5.141488051	7.818757584	4.58600567	4.706546139	6.498651653	2.928025312	2.51151874
erpe_2018_sw_18hr_WHONDRS-SW48-000091_F_scaffold_390__full-cat_1	15.43919765	20.12383163	20.25877792	10.49819725	11.38296233	12.74030354	10.02721767	6.419072415	7.986968079	15.24194832	8.277988573	8.605693149	12.45907142	4.911381907	4.484854893
erpe_2018_sw_18hr_WHONDRS-SW48-000091_F_scaffold_598__full-cat_1	7.644812615	8.849778589	7.25243659	6.8646359	9.395784486	8.155000927	8.375124114	8.207942423	8.771928087	7.911337061	6.931435765	5.592715914	6.827571139	5.439680052	5.085276283
erpe_2018_sw_18hr_WHONDRS-SW48-000091_F_scaffold_754__full-cat_2	26.78177289	35.15197958	26.49312799	24.04858603	26.06769709	29.24135967	23.29087098	20.95127082	26.34194959	26.77230127	29.71797898	23.59180868	19.32651159	17.56815187	22.36935788
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_26_length_91961_cov_18.429808__full-cat_1	393.9986849	1131.265314	719.9244429	489.4574838	327.9047261	357.2312736	270.3909081	225.6409832	226.5983302	514.5398963	290.9823357	180.8574048	259.78659	141.0421734	104.7771936
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_60_length_64736_cov_32.092882__full-cat_2	79.23183509	71.88091439	83.05412597	105.0490536	102.3447544	105.3211834	117.3611823	136.342868	113.4070971	101.1388696	145.5215205	110.8106072	149.0204615	155.2659294	102.2217416
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_110_length_52175_cov_5.947260__full-cat_1	13.74404355	0	11.05596209	17.00506711	0	0	8.802479545	15.74268818	0	11.22736557	10.86072101	13.39100993	17.13371502	36.11231218	9.515214586
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_101_length_53216_cov_17.345985__full-cat_1	155.3475781	188.0813317	148.9037336	99.66020262	151.4942865	154.6835749	138.2859634	119.9427859	164.8546843	179.3264455	140.9189588	144.6524463	167.8187084	147.3145946	212.446661
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_156_length_45449_cov_4.048828__full-cat_1	8.658581244	0	10.79286108	0	11.81096987	10.9906486	12.35161428	12.77177333	14.50867748	10.8738803	13.09577792	16.00028761	14.28307948	11.40765825	18.69360742
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_160_length_44954_cov_3.243893__full-cat_1	13.88530639	16.7227864	17.99954097	15.98766993	17.50754636	17.77810313	17.71440377	19.09602931	21.93963222	16.48756309	14.54166659	17.19169364	14.82131136	12.78212885	10.77829617
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_177_length_42298_cov_32.970501__full-cat_1	84.45856023	72.03390258	84.89011346	112.3161763	107.2974131	112.852744	125.2151412	145.2145254	123.4022546	106.9292951	153.8822889	115.4679217	157.2235141	163.7948105	106.2672638
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_199_length_39547_cov_24.320244__full-cat_1	28.75114309	20.53572292	31.25182455	31.52813231	37.39970614	40.27223022	49.36476391	68.86833477	51.54570718	54.56297677	47.55428502	36.6578897	65.1559599	65.22243539	49.4395759
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_216_length_37895_cov_3.684548__full-cat_1	6.348518302	0	7.76719944	0	9.079874162	9.25104914	14.07667096	14.08024008	13.34432013	11.82492401	9.133380726	8.103530276	12.66838382	6.147062314	15.37298424
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_221_length_37680_cov_3.007083__full-cat_1	26.43277057	11.63887104	17.46189977	17.54171617	26.06769709	21.19696912	19.21535943	9.892514357	13.75642414	24.4241491	25.74454446	26.49647627	15.17016536	16.14891025	23.58484508
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_233_length_36651_cov_2.244387__0_partial-cat_1	9.215323032	4.401352649	9.591747762	9.816205733	11.27086512	9.613046715	6.874168454	5.01262868	4.925624049	9.788175534	9.57487345	10.80142492	5.900616225	6.55447868	3.115601236
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_301_length_32032_cov_5.394734__full-cat_1	8.359436403	0	9.912044646	11.70565763	10.96514545	11.10125897	16.35937436	21.29260997	14.53484281	14.44239829	12.56046799	11.13620017	17.63207787	19.139615	11.17003451
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_325_length_30642_cov_3.496969__full-cat_2	0	0	7.515537602	0	8.264621712	8.124834462	12.29949777	11.58024684	5.815245391	8.44156497	7.704048032	6.892431584	12.21985725	7.109639443	5.608814446
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_364_length_28963_cov_3.100049__full-cat_2	9.198703874	11.89777414	12.2570754	10.11807083	13.45166543	12.79058099	12.7372765	12.74964949	16.29446149	11.69867927	10.56823208	12.00267729	10.44568548	9.598908669	7.062273542
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_374_length_28144_cov_2.918764__full-cat_1	5.484322093	0	7.00649434	0	7.113077626	6.153958776	7.869593909	9.159267286	7.73839741	10.52039503	7.334297876	0	6.867440167	3.957758985	7.677339356
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_380_length_28043_cov_2.326372__full-cat_2	0	0	4.947442942	0	0	0	5.81620318	6.652952946	4.147205374	0	7.417077762	5.966876485	7.126588853	7.351403001	5.253687161
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_432_length_26281_cov_6.815286__full-cat_2	9.107298506	6.260747619	10.12938896	9.816205733	12.11668954	13.00174624	16.31246949	24.0960158	12.69018679	15.4439399	13.01299804	11.06727586	16.44597428	14.12973683	10.02044722
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_442_length_26064_cov_3.342060__full-cat_1	16.24522681	8.543802202	14.95100098	14.28828124	16.20314244	12.53919378	16.41149087	11.88365942	11.06793611	15.19986674	14.93349139	13.29254663	13.33619005	13.3238583	21.20878726
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_533_length_23147_cov_2.536447__full-cat_2	0	0	3.877880133	0	0	4.826634334	5.044878744	5.796444514	3.950965372	4.426982228	5.971189091	5.31701865	5.591631254	6.272421196	4.455566045
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_559_length_22483_cov_2.427626__full-cat_1	0	0	3.591900772	0	0	0	5.477445827	5.508834672	4.088333374	3.972501162	5.739405411	4.923165417	5.561729482	5.663535199	3.986944473
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_587_length_21888_cov_2.016543__full-cat_1	3.772548834	0	4.604267709	0	0	5.329408744	4.11720476	4.886206772	5.560133388	4.561643284	4.746046782	4.430848875	0	3.559296824	3.489034052
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_660_length_20589_cov_7.263855__full-cat_2	7.902409562	9.8971593	10.58695594	9.413718938	10.06836776	10.36720833	12.67994833	12.62006704	11.92485078	10.4530645	9.663171994	10.31895471	11.74142891	10.03766476	10.35726897
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_745_length_19130_cov_2.674683__full-cat_1	3.963669149	4.589645811	5.078993448	4.919283055	5.21761568	4.766301405	4.122416412	4.911491153	4.00329604	4.258655907	4.806752031	6.439500365	0	4.768114614	7.022001376
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_769_length_18873_cov_11.972207__full-cat_1	13.67756692	9.179291621	14.84232883	10.21869253	19.18900454	18.25071108	29.87318694	32.15541248	33.04027499	28.75855185	25.39686894	18.83603089	35.04487609	16.82942989	31.43791753
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_812_length_18117_cov_1.969983__full-cat_2	3.465094413	0	3.82068426	0	0	0	3.611674556	3.969647934	3.3491627	4.368068015	4.221774172	4.578543838	0	3.326487472	5.114565132
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_972_length_16291_cov_15.542502__full-cat_1	18.43895564	21.15944402	16.76982972	12.6336133	17.82345669	16.0988366	13.97243793	15.12322083	15.52258415	20.4853132	14.23262169	16.13813624	14.76150782	15.1549934	17.11933182
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1046_length_15701_cov_2.875690__full-cat_2	4.163099043	0	3.162931731	5.400031172	5.187043713	4.484747735	6.384273204	6.121980929	6.08344006	4.410149596	6.710689403	4.293000244	7.315966738	7.024574487	7.750561477
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1121_length_15046_cov_2.476573__full-cat_2	2.991448414	0	2.934148242	0	0	0	1.954369348	2.57584639	0	0	1.821157486	0	0	6.451505313	1.724380943
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1183_length_14626_cov_3.511553__full-cat_2	6.788925985	4.201291165	7.04653145	6.875816089	6.725832713	5.983015476	6.983613138	7.029058124	5.35081072	5.546352259	4.188662218	3.908993341	4.285920569	2.766849607	4.697199044
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1288_length_13771_cov_2.081281__full-cat_2	0	0	1.881744194	0	0	0	2.209740276	2.46522722	2.237136022	0	2.43372864	0	0	1.74607014	2.05021938
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1332_length_13357_cov_1.763643__full-cat_1	2.467944942	0	3.168651318	0	0	2.95631353	2.798656907	3.381786058	2.825856028	2.903629028	3.399493974	3.022823566	0	2.32809352	2.434635514
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1371_length_13115_cov_1.838004__full-cat_1	0	0	0	0	0	0	1.73026833	1.539186739	2.322173356	0	0	0	0	1.217771995	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1386_length_13023_cov_2.719836__full-cat_1	3.564809361	5.236903553	5.227702716	3.834804745	5.176853058	4.555136153	5.091783609	4.671289527	6.894565401	4.982459085	3.989990492	4.174844274	3.937066569	3.42946084	3.375539765
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1423_length_12771_cov_1.838184__full-cat_1	2.642446099	0	2.728243102	3.387597195	2.894146198	3.308255616	3.325033718	3.179511004	3.009013363	2.609057967	3.344307384	2.727433641	2.790831998	2.40420427	2.284530166
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1438_length_12640_cov_2.031327__full-cat_2	0	0	1.681558642	0	0	0	1.46968575	1.409604282	0	0	0	0	0	1.584894435	1.900114032
erpe_2018_sw_21hr_WHONDRS-SW48-000092_A_NODE_1461_length_12511_cov_2.587775__full-cat_2	2.426397047	0	3.580461597	0	2.751477019	2.544038514	2.470322856	2.989878141	2.603450692	2.676388495	2.770366842	2.875128604	0	2.80266643	4.023555533
