	SW48_000085	SW48_000086	SW48_000087	SW48_000088	SW48_000089	SW48_000090	SW48_000091	SW48_000092	SW48_000093	SW48_000094	SW48_000095	SW48_000096	SW48_000098	SW48_000099	SW48_000100	PP48_000085-4	PP48_000086-4	PP48_000087-4	PP48_000088-4	PP48_000089-4	PP48_000090-4	PP48_000091-4	PP48_000092-4	PP48_000093-4	PP48_000094-4	PP48_000095-4	PP48_000096-4	PP48_000097-4	PP48_000098-4	PP48_000099-4	PP48_000100-4	PP48_000101-4
erpe_2018_sw_39hr_WHONDRS-SW48-000098_F_scaffold_141__full-cat_2	9.07406019	11.28582137	12.47441972	6.797554767	5.553907316	7.159507595	5.722393452	3.644111519	5.017202716	8.912878667	4.271442104	4.480080529	7.774460567	3.272762237	2.833696071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_F_scaffold_333__full-cat_2	27.73737447	44.43718611	41.06663621	21.21999827	22.65382745	24.72644547	20.07528195	12.23764076	16.04589083	30.55122716	15.87718208	14.99596186	27.07107038	10.04214186	8.750043425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_F_scaffold_416__full-cat_2	14.25092786	11.60356608	16.13495554	14.24356048	14.88854787	13.32352186	16.03104031	18.17947047	15.03852548	26.99112548	15.46880131	12.34729887	15.62865919	11.95386481	16.31388849	4.798204701	0	0	0	0	0	7.320070281	7.196738804	0	0	0	0	0	0	0	0	0
erpe_2018_sw_39hr_WHONDRS-SW48-000098_F_scaffold_768__full-cat_2	12.7385845	9.838317687	14.51631235	11.13546801	13.84910099	11.2420358	14.80630218	17.6579801	14.67221081	22.6398901	12.6266919	9.846330834	12.38930062	8.748259113	11.91323904	4.238414153	0	0	0	0	0	0	6.77505489	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_24_length_89841_cov_12.345621__full-cat_1	94.23893463	78.1887353	61.82301822	101.3372309	56.8842397	74.4508346	67.75668239	87.45867645	40.60859773	63.56843491	62.74163473	67.62460017	92.00775063	155.6733458	37.52633686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_31_length_77258_cov_4.227781__full-cat_2	32.0999034	28.85592699	26.6647156	37.05114556	22.54173024	24.09294972	18.39191848	45.66043288	14.80957881	23.46468907	21.67729274	23.27672609	24.03105696	62.4779713	14.38448561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_40_length_69576_cov_12.993837__full-cat_1	35.83921392	22.98353402	20.63055109	38.01264179	17.86421931	25.88282662	23.13973308	27.70852184	12.51357079	19.95508529	22.49405428	22.80410221	34.91530175	57.13231041	12.50267711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_62_length_59366_cov_1.810311__full-cat_2	11.41736145	0	12.3943455	14.3218218	12.81984478	13.97712859	16.70334336	17.35772807	11.89868545	12.86013088	18.91244456	16.56152846	18.14040799	19.19334023	13.82433639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_76_length_53901_cov_25.413825__full-cat_2	97.65417157	83.09612582	95.53426527	126.5932774	125.171823	125.8444348	139.5315482	162.2561987	136.4718387	122.7267202	174.323402	131.1531267	177.8358018	181.9539399	122.3065693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_103_length_47766_cov_4.792586__full-cat_1	45.07115611	29.7973928	45.53935342	38.60519179	35.14757125	50.44838428	53.02855498	35.7331525	43.36904043	40.16266006	39.27077779	40.3010321	24.24036936	35.56610563	63.72521165	0	0	0	64.74496141	0	0	66.45409426	59.20442157	67.28382648	0	232.558383	0	44.93220668	32.03420129	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_114_length_46004_cov_2.775944__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	24.06890532	8.746382319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_119_length_45336_cov_3.431595__full-cat_2	10.03797135	0	10.00927763	11.90690103	11.97402036	13.7156859	18.37628353	23.09728272	16.3925815	17.68267996	13.9346141	11.66790204	19.5557585	20.90359355	12.7992267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_183_length_35591_cov_15.750028__full-cat_1	22.90950911	16.62863982	24.24533021	25.72561434	31.57065113	33.04233421	39.84307645	54.47520046	40.28153106	44.40448333	37.68692264	30.34639163	51.66029374	51.21358035	38.53680213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_209_length_33926_cov_1.798899__full-cat_1	6.099230934	0	11.52496824	0	0	0	7.64549289	8.242708448	7.058098736	6.87613019	12.47768811	7.099204531	9.498796051	11.72105545	11.48855074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.19587408	0	171.7834698
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_222_length_32872_cov_2.351718__full-cat_2	6.664282301	0	5.645232582	7.759051001	0	0	3.538711433	5.274954141	0	0	4.094845014	0	6.797669367	14.96695507	3.064345752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_223_length_32868_cov_3.832015__full-cat_2	16.46958544	15.79308892	19.33220479	15.84232748	17.50754636	18.30098852	21.13845887	20.29071635	20.7229442	18.2297405	20.8605312	19.55481304	20.52258244	17.02194532	28.94836542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_244_length_31194_cov_1.969035__full-cat_1	9.024202717	9.57941459	9.580308587	9.436079315	9.925698579	9.693490621	8.119753186	7.199727701	7.496368074	7.44843968	9.359645747	11.64820938	6.987047253	10.44060402	9.002659741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_267_length_30088_cov_2.500517__full-cat_1	0	0	5.210543954	0	6.236681243	0	6.587527617	6.915278407	7.234714738	5.487438046	7.008696992	7.749062366	8.003707481	5.72621464	10.27306354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_294_length_27982_cov_1.851122__full-cat_1	5.692061566	0	5.639512995	0	5.727148461	0	5.7171818	6.782535402	4.251866709	0	4.354221989	0	0	9.957076903	4.799710013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_323_length_26767_cov_2.588739__full-cat_2	5.81670525	0	5.290618175	6.361527406	0	0	3.893103742	5.297077975	0	0	3.796837426	0	0	12.19562836	2.797085011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_309_length_27316_cov_1.888962__full-cat_2	0	0	5.416449094	6.13792363	0	6.505900863	6.603162571	8.261671734	4.984496049	5.790425423	8.404917731	6.065339794	8.083445538	8.627377334	5.56854228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_356_length_25416_cov_4.294120__full-cat_1	13.83544892	15.42827092	15.54011847	16.13301238	15.82608819	16.2697799	13.44606112	13.2995848	13.64522147	14.53497777	15.11560713	17.23107896	11.84110148	17.67112524	25.99385285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_361_length_25246_cov_2.873960__full-cat_1	12.24000976	0	7.790077788	7.792591567	9.742266778	8.587386919	8.088483276	4.137156963	5.187277385	11.59768348	10.81105308	10.72265428	5.442122397	6.294806711	9.786136433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_388_length_24431_cov_2.184908__full-cat_1	0	0	0	0	0	0	0	2.541080365	0	0	0	0	0	6.684314665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_464_length_21946_cov_3.288922__full-cat_2	6.847093038	8.343740717	8.247644766	7.289483073	9.609788255	9.763879038	11.62719471	10.54042664	11.68936278	9.384192365	9.663171994	9.738021195	10.71480142	9.289988567	14.12454708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_475_length_21678_cov_2.999397__full-cat_1	16.19536933	16.84046963	15.7917803	12.24230669	18.3941334	15.17373169	11.44999856	13.07518591	14.03770147	16.68113836	14.27677096	13.13500533	9.588501365	12.44634613	14.81649613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_493_length_21234_cov_1.831999__full-cat_2	3.564809361	0	4.23249454	5.545373626	4.952658634	5.771850224	5.930859516	7.073305792	4.415400044	4.797300133	7.069402241	5.66164023	6.64816051	7.436467956	4.649604665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_524_length_20654_cov_1.980854__full-cat_1	0	0	0	0	0	0	0	1.713016863	0	0	0	0	0	4.830794055	1.695092094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_538_length_20401_cov_1.744402__full-cat_2	5.426155041	6.76678549	5.673830518	4.930463244	5.818864362	5.188631909	4.951069016	5.028431419	5.056450717	6.74988545	4.52530042	6.429654035	4.923825026	6.899215606	3.0936346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_540_length_20346_cov_2.144765__full-cat_1	11.38412313	6.660870587	11.79950843	13.78517274	11.16895857	8.989606447	6.050727502	6.615026373	6.175018728	11.41252453	10.86623967	10.05310378	7.286064967	8.654239952	4.016233321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_558_length_19923_cov_2.574611__full-cat_1	4.994056936	4.978000456	5.902614007	5.623634947	6.328397143	6.324902075	6.379061553	7.038539768	8.255162748	5.92508648	7.665417419	8.812466096	7.933936681	5.896344551	10.30601349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_604_length_19103_cov_1.947249__full-cat_2	3.780858413	0	4.140981145	5.847238722	4.40236323	5.510407531	5.321096279	5.62261439	3.636981369	4.931961189	6.95902906	6.055493463	5.920550739	7.042482899	4.642282453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_618_length_18917_cov_2.891485__full-cat_1	11.28440819	7.708251298	12.69748362	13.56156897	18.56737455	16.59155552	12.61740851	9.190872763	7.267421405	13.08737141	13.99531935	15.28150545	11.46234571	11.01367319	4.415293879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_658_length_18283_cov_1.584435__full-cat_1	0	0	3.071418335	0	3.953974383	0	4.450750462	3.637790423	5.337728053	4.325986435	5.010942416	5.957030155	6.398979082	5.923207168	9.65067551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_666_length_18158_cov_2.903888__full-cat_2	6.90526009	4.719097359	6.989335578	7.278302884	8.020045977	6.375179516	7.926922077	6.172549693	4.938706715	6.632057025	7.422596421	5.89795217	6.538520682	6.648497842	9.91793625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_683_length_17857_cov_1.897124__full-cat_1	3.448475256	0	3.391715219	4.002507577	0	3.760752585	2.642307359	3.416552083	0	3.08878798	3.211859566	0	3.797524969	4.660664144	1.402203612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_712_length_17311_cov_2.015363__full-cat_2	0	0	0	0	0	0	0	1.836278224	0	0	0	0	0	6.209741755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_722_length_17141_cov_3.270366__full-cat_2	4.844484516	4.271901101	3.872160545	6.093202875	3.525966846	4.112694672	3.543923085	4.288863253	0	3.459105885	3.355344702	3.997610319	4.38559314	11.11664656	2.599385285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_723_length_17125_cov_2.053006__full-cat_2	5.035604831	0	4.609987296	4.315552862	3.852067826	5.027744098	3.585616298	4.620720763	0	4.191325379	4.310072717	3.633296078	4.913857768	6.961895047	1.621869974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_726_length_17118_cov_4.848449__full-cat_1	4.927580305	0	5.513682076	5.567734003	6.511828945	6.35506854	7.994673547	10.80907319	7.692608076	8.382650758	6.401644497	5.484406275	7.904034909	7.176795987	6.081097125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_730_length_17100_cov_3.339952__full-cat_1	11.21793155	4.719097359	7.286754113	8.228618929	10.36389677	9.230938164	8.119753186	4.102390938	5.396600053	10.25107291	9.569354791	10.64388363	6.109928625	6.7380399	9.895969614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_732_length_17080_cov_1.648617__full-cat_2	0	0	0	0	0	0	0	1.084067867	0	0	0	0	0	2.435543991	3.763617004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_764_length_16603_cov_1.219653__full-cat_1	0	0	2.059051398	0	0	0	2.115930548	2.398855718	0	0	1.821157486	0	0	3.953281882	1.947708411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_823_length_16029_cov_2.188718__full-cat_1	3.165949572	4.401352649	3.408873981	0	0	0	2.475534508	3.299611817	3.270666699	3.265530617	4.332147353	3.78099104	3.578245312	4.092072072	5.755258688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_828_length_15948_cov_1.905442__full-cat_1	2.825256836	0	4.146700732	0	3.454632257	3.720530632	2.840350119	3.249043054	2.950141362	3.534852729	3.498829837	4.381617221	0	3.805537485	4.894898769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_915_length_14903_cov_2.156199__full-cat_1	3.107782519	0	2.957026591	3.532939649	3.403678979	3.257978175	2.355666521	2.588488581	2.485706691	0	2.466840595	3.534832769	0	3.707041221	3.104617918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_955_length_14549_cov_2.005547__full-cat_2	0	0	2.041892636	0	0	0	2.459899553	2.313520929	0	0	2.847628069	0	2.990177141	3.022044474	1.746347579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_981_length_14350_cov_1.753638__full-cat_1	0	0	1.818828735	0	0	0	2.57976754	2.923506639	0	0	2.963519909	0	3.020078912	3.022044474	2.10513597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_999_length_14201_cov_1.333025__full-cat_2	0	0	0	0	0	0	0	1.280021826	0	0	0	0	0	3.545865516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1031_length_13801_cov_1.392935__full-cat_1	2.334991679	0	3.002783288	0	0	3.197645246	2.470322856	3.321735651	2.544578692	2.693221127	2.643437684	2.983438243	0	3.921942161	4.71916568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1128_length_13000_cov_2.532199__full-cat_1	2.426397047	0	3.054259573	0	0	2.8959806	3.132202609	2.468387768	2.132474688	3.0467064	3.565053745	3.968071326	3.96696834	3.648838883	6.36300229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1155_length_12825_cov_2.015751__full-cat_2	0	0	0	0	0	0	0	1.166242108	0	0	0	0	0	1.804272478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1187_length_12640_cov_1.916327__full-cat_2	0	0	1.469933915	0	0	0	1.547860524	1.871044249	0	0	0	0	0	2.753418298	1.493731262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1241_length_12325_cov_1.804886__full-cat_1	3.539880624	3.718789939	3.637657469	3.186353797	4.208740773	4.092583696	3.121779306	3.034125809	3.394952034	2.937294292	3.267046157	4.549004845	2.840668284	4.244293572	3.382861977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1272_length_12202_cov_13.404803__full-cat_2	9.38982419	6.76678549	10.12938896	10.83360291	12.16764282	11.19175836	14.5352963	19.27618053	14.14890414	14.29932092	11.93685952	8.930622066	14.76150782	14.72071441	10.36459119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1288_length_12040_cov_3.768404__full-cat_2	5.66713283	7.0845302	8.642296284	8.720547234	7.479941229	9.170605235	6.676125694	6.510728299	7.136594737	7.170701251	6.90384247	6.61673432	5.382318854	8.515449761	7.681000462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1324_length_11816_cov_1.751732__full-cat_1	3.240735782	3.871778133	2.556655486	2.850948134	4.351409952	3.750697097	2.512016069	2.335644763	3.918258705	3.240281668	2.483396572	0	0	2.162440712	1.43149246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1420_length_11273_cov_1.473802__full-cat_2	4.761388726	4.118912907	5.593756297	4.69567928	4.432935197	5.85229413	3.966066864	2.774960896	3.532320035	5.807258055	5.496584413	6.675812305	3.179555027	3.196651488	2.819051647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1497_length_10944_cov_4.748544__full-cat_1	6.016135145	7.237518394	7.155203607	7.501906659	6.399731733	7.481283218	8.4949921	9.124501261	8.549522751	7.936586009	6.346457906	7.404440787	7.605017195	7.781204882	7.146478981	6.765468629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1523_length_10803_cov_2.229580__full-cat_2	1.952751048	0	2.367909107	2.783867002	2.782048986	2.694870836	2.590190843	2.917185544	1.870821352	2.482813227	3.25049018	2.894821265	2.860602798	4.5935076	2.500535422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1535_length_10754_cov_2.470500__full-cat_2	2.575969468	0	1.898902956	0	2.262325549	0	1.881406226	2.430461195	2.080144021	2.028332161	1.512112579	0	0	3.698087015	1.889130714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1561_length_10658_cov_1.301111__full-cat_1	0	2.553726002	2.0132947	0	0	0	1.391510976	2.405176813	1.609168016	2.22190743	1.666635033	0	0	2.659399137	2.49321321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1595_length_10538_cov_2.480165__full-cat_2	0	0	0	0	0	0	0	1.134636631	2.381045357	1.893671105	1.368627444	0	0	5.274027244	3.448761885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1639_length_10270_cov_1.771369__full-cat_2	2.027537259	0	1.773072037	0	0	0	1.605188691	2.46522722	1.766160017	0	1.374146103	2.304041415	0	3.608544957	1.684108776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1663_length_10197_cov_1.585998__full-cat_2	3.149330414	3.871778133	3.826403848	4.024867954	4.575604376	4.253471507	3.934796955	4.696573909	4.415400044	3.686346418	3.796837426	3.977917657	3.598179826	2.999658959	2.742168421	4.142450059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_A_NODE_1697_length_10044_cov_1.718161__full-cat_2	3.02468673	2.400737809	3.08285751	2.403740584	2.985862098	2.493761073	2.340031566	2.847653494	2.590368026	3.08878798	2.775885502	2.796357957	0	3.366781399	3.185162251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_3183__full-cat_2	8.492389665	0	9.751896204	10.95658499	10.43523136	12.75035903	15.8382092	20.79008289	14.75724815	14.82113251	12.54943068	10.44695701	17.12374776	18.530729	12.29399407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_5524__full-cat_2	4.312671464	0	4.083785272	3.454678327	3.291581767	2.885925112	2.657942314	4.987344299	2.36796269	2.886796396	2.808997456	3.052362559	3.239358569	5.484451082	2.251580212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_22588__full-cat_1	13.33687418	0	15.42000713	13.79635293	17.53811833	18.83392939	17.47987945	14.85773482	18.91753619	15.90683728	17.10232439	15.93136329	19.75510364	15.16842471	25.14447625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_38379__full-cat_1	0	0	1.996135938	0	0	0	1.584342085	1.545507834	1.432552014	1.860005841	1.716302964	0	0	1.983356595	3.199806675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_42hr_WHONDRS-SW48-000099_B_k121_60751__full-cat_1	0	0	2.751121451	0	3.047006032	2.594315955	3.867045484	3.444997012	2.865104028	3.846256422	2.615844389	2.579738679	3.867295769	2.341524829	4.876593239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
